COD_ID,NOME,tipo,SUB,SUB_NOME,UNI_TR_AT,TEN_NOM,TEN_NOM_kV,MUN,km_MT,ENE_MWh_ano,ENE_UC_MWh_ano,n_UNTRMT,kVA_instalado,n_UCBT,n_UCMT,n_DER,kW_DER,chaves_total,chaves_NA,chaves_NF,chaves_telecomandadas,NA_interligacao,NA_interligacao_telecomandada,NA_interligacao_SE,NA_interligacao_campo,NA_interligacao_campo_telecomandada,n_vizinhos,vizinhos,n_UNREMT,n_UNCRMT,lon_min,lat_min,lon_max,lat_max,score,n_clientes,CONJ_CODIGO,CONJ_NOME,ties_campo,ties_telecomandadas,ties_manuais,pares_ctmt_vizinho,grau,sem_socorro,alimentadores_socorro,subestacoes_socorro,subestacoes_socorro_nomes,conjuntos_socorro,conjuntos_socorro_nomes,chaves_campo,componente_id,tamanho_componente
CUR33442,LDA PROJAC/NOVAIBC,LDA,10386042,SETD CURICICA,10401625,46,13.2,3304557,4.2,0.0,0.0,0,0.0,0,0,0,0.0,8,1,7,,1,0,0,1,0,2,CUR33326;GDN0019,0,0,-43.405135,-22.973019,-43.391824,-22.956503,0,0,15066,ITAPEBA AEREO URBANO,1,0,1,2,2,False,CUR33326;GDN0019,10386042;457474244,SETD CURICICA;SETD GARDENIA,15066;16901,CURICICA AEREO;ITAPEBA AEREO URBANO,521429217,1,1097
GVD9937,LDA MAESTRO,LDA,1213,SETD GOVERNADOR,1248164,46,13.2,3304557,1.31,0.0,0.0,0,0.0,0,0,0,0.0,2,1,1,,5,4,4,1,0,6,FND3462;FND3747;GVD29899;GVD9862;GVD9883;GVD9999,0,0,-43.213697,-22.806001,-43.202244,-22.803929,0,0,,,1,0,1,2,2,False,FND3462;FND3747,1222,SETD FUNDAO,15040,GOVERNADOR AEREO,1597077,2,29
HMT3401,LDS 1762/LDS 1111/ROCHA/MONACO/SOROCABA,LDS,10386096,SETD HUMAITA,10401585,46,13.2,3304557,9.898,28800.854,24632.798,78,11317.5,7182,15,47,424.27,53,7,46,,2,0,1,1,0,2,COP3736;HMT3144,0,0,-43.197402,-22.966515,-43.182423,-22.952166,7197,7197,15022,HUMAITA AEREO,1,0,1,1,1,False,COP3736,152677490,SETD COPACABANA,15012,COPACABANA,779884967,17,2
ITP24007,LDS 24007/LRA FELICITA,LDS,10385988,SETD ITAPEBA,22328959,46,13.2,3304557,16.492,27396.498,24789.447,47,10865.0,5334,7,78,1274.3,53,13,40,,2,0,1,1,0,2,ITP0100;ITP38330,0,6,-43.443607,-23.012815,-43.422512,-22.998179,5341,5341,15060,ITAPEBA SUBTERRANEO,1,0,1,1,1,False,ITP0100,10385988,SETD ITAPEBA,15066,ITAPEBA AEREO URBANO,236337906,1,1097
PVN70308,LDA LIBERATO,LDA,1303,SETD PAVUNA,1248394,46,13.2,3304557,6.649,18410.28,5457.474,56,6435.0,4628,0,6,48.0,17,4,13,,1,0,0,1,0,1,PVN9815,0,0,-43.388344,-22.820375,-43.370986,-22.81331,4628,4628,14994,PAVUNA,1,0,1,1,1,False,PVN9815,1303,SETD PAVUNA,14994,PAVUNA,161548976,1,1097
COP2290,LDS 2290 COP3,LDS,152677490,SETD COPACABANA,152678112,46,13.2,3304557,3.835,15001.238,13673.672,13,5900.0,3558,0,5,27.92,2,0,2,,1,0,0,1,0,1,LEM2340,0,0,-43.188804,-22.970353,-43.179447,-22.962566,3558,3558,15012,COPACABANA,1,0,1,1,1,False,LEM2340,10385925,SETD LEME,15041,LEME SUBTERRANEO,493612524,9,4
URG30000,LDS 30000,LDS,10385979,SETD URUGUAI,10401400,46,13.2,3304557,4.998,17998.737,13277.387,23,9612.5,3096,0,26,176.78,15,0,15,,1,0,0,1,0,1,URG29983,0,0,-43.244784,-22.936611,-43.229594,-22.928114,3096,3096,15025,URUGUAI AEREO,1,0,1,1,1,False,URG29983,10385979,SETD URUGUAI,15025,URUGUAI AEREO,977464757,1,1097
SMT9110,LDS 9110,LDS,10385997,SETD SAMARITANO,10401345,46,13.2,3304557,6.025,19143.396,17621.763,17,7610.0,3066,0,8,41.49,7,0,7,,1,0,0,1,0,1,BPD9400,0,0,-43.187958,-22.945685,-43.171408,-22.932137,3066,3066,15076,SAMARITANO SUBTERRANEO,1,0,1,1,1,False,BPD9400,10385961,SETD BAEPENDI,15063,BAEPENDI SUBTERRANEO,473585378,11,3
RCP1260,LDS 1260,LDS,10386006,SETD RIO COMPRIDO,10401355,46,13.2,3304557,3.677,14138.96,13328.555,24,11000.0,3065,0,18,203.12,47,4,43,,1,0,0,1,0,1,RCP0001,0,9,-43.231535,-22.925564,-43.221622,-22.922076,3065,3065,15058,RIO COMPRIDO AEREO,1,0,1,1,1,False,RCP0001,10386006,SETD RIO COMPRIDO,15058,RIO COMPRIDO AEREO,11081629,1,1097
LEM9694,LDS 9694/LDA ARYBAR,LDS,10385925,SETD LEME,10401205,46,13.2,3304557,5.235,7887.493,6048.58,48,7275.0,3001,0,5,49.5,25,4,21,,1,0,0,1,0,1,LEM9591,0,0,-43.180483,-22.966274,-43.165433,-22.958977,3001,3001,15050,LEME AEREO URBANO,1,0,1,1,1,False,LEM9591,10385925,SETD LEME,15041,LEME SUBTERRANEO,11009573,21,2
MRP00008,LDA GALILEU,LDA,224567922,SETD MARAPICU,224568006,46,13.2,3303500,19.977,25517.141,3243.606,74,6367.5,2903,5,13,105.63,28,5,23,,1,0,0,1,0,1,MRP00011,0,0,-43.626482,-22.830986,-43.593746,-22.81279,2908,2908,15697,MARAPICU,1,0,1,1,1,False,MRP00011,224567922,SETD MARAPICU,15697,MARAPICU,23019777,22,2
CBI24840,LDA JOSEVIL,LDA,1141,SETD CACHAMBI,1248114,46,13.2,3304557,5.317,12167.784,8853.461,42,5877.5,2878,3,35,239.12,27,5,22,,1,0,0,1,0,1,CBI33806,0,0,-43.293992,-22.895904,-43.274222,-22.88764,2881,2881,15027,CACHAMBI AEREO,1,0,1,1,1,False,CBI33806,1141,SETD CACHAMBI,15027,CACHAMBI AEREO,345752887,1,1097
RCP33308,LDS 33308,LDS,10386006,SETD RIO COMPRIDO,10401355,46,13.2,3304557,5.959,16373.169,13269.719,23,9720.0,2807,2,3,16.9,19,0,19,,1,0,0,1,0,1,RCP9882,0,0,-43.236286,-22.928782,-43.221599,-22.921761,2809,2809,15058,RIO COMPRIDO AEREO,1,0,1,1,1,False,RCP9882,10386006,SETD RIO COMPRIDO,15058,RIO COMPRIDO AEREO,757513244,1,1097
MRP00011,LDA NEWTON,LDA,224567922,SETD MARAPICU,224567995,46,13.2,3303500,31.029,22864.893,3156.372,98,7192.5,2800,5,13,65.11,51,12,39,,1,0,0,1,0,1,MRP00008,0,0,-43.644694,-22.859232,-43.593706,-22.81565,2805,2805,15697,MARAPICU,1,0,1,1,1,False,MRP00008,224567922,SETD MARAPICU,15697,MARAPICU,23019777,22,2
BMT29804,LDA AQUIDABA,LDA,1195,SETD BOCA DO MATO,1248174,46,13.2,3304557,3.913,12158.194,7999.231,47,5422.5,2631,2,30,163.78,15,3,12,142947283,1,1,0,1,1,1,BMT29833,0,0,-43.294931,-22.913866,-43.285296,-22.905441,2633,2633,15055,BOCA DO MATO AEREO,1,1,0,1,1,False,BMT29833,1195,SETD BOCA DO MATO,15055,BOCA DO MATO AEREO,142947283,1,1097
RCP30123,LDS 30123/LRA MARROS,LDS,10386006,SETD RIO COMPRIDO,10401355,46,13.2,3304557,3.763,16869.0,11420.489,17,7430.0,2399,0,13,101.68,27,0,27,,1,0,0,1,0,1,RCP29399,0,0,-43.224111,-22.925391,-43.217603,-22.912214,2399,2399,15058,RIO COMPRIDO AEREO,1,0,1,1,1,False,RCP29399,10386006,SETD RIO COMPRIDO,15058,RIO COMPRIDO AEREO,11103614,1,1097
RCP3677,LDA FELIX,LDA,10386006,SETD RIO COMPRIDO,10401350,46,13.2,3304557,3.28,18461.667,15478.474,37,5267.5,2197,5,18,163.49,24,5,19,,2,0,1,1,0,2,RCP29399;RCP9893,0,0,-43.223794,-22.926676,-43.220326,-22.918201,2202,2202,15058,RIO COMPRIDO AEREO,1,0,1,1,1,False,RCP29399,10386006,SETD RIO COMPRIDO,15058,RIO COMPRIDO AEREO,11056329,1,1097
COP2450,LDS 2450,LDS,152677490,SETD COPACABANA,152678112,46,13.2,3304557,3.681,13151.579,12251.287,17,7700.0,2105,0,5,56.27,5,0,5,,1,0,0,1,0,1,LEM2340,0,0,-43.188872,-22.969989,-43.179428,-22.963529,2105,2105,15012,COPACABANA,1,0,1,1,1,False,LEM2340,10385925,SETD LEME,15041,LEME SUBTERRANEO,493612524,9,4
PTS9494,LDS 9494,LDS,10386087,SETD POSTO SEIS,10401515,46,13.2,3304557,5.742,13413.965,12462.387,14,7000.0,2000,0,16,126.85,5,0,5,,1,0,0,1,0,1,PTS9648,0,0,-43.219865,-22.987891,-43.192861,-22.981602,2000,2000,15075,POSTO SEIS SUBTERRANEO,1,0,1,1,1,False,PTS9648,10386087,SETD POSTO SEIS,15075,POSTO SEIS SUBTERRANEO,533521192,14,3
AVD33312,LDS 36817/36818,LDS,10385943,SETD ALVORADA,10401310,46,13.2,3304557,15.141,25644.241,24410.277,35,8442.5,1926,4,49,783.95,28,0,28,,1,0,0,1,0,1,AVD33340,0,0,-43.377849,-23.010588,-43.351286,-22.984098,1930,1930,15004,ALVORADA,1,0,1,1,1,False,AVD33340,10385943,SETD ALVORADA,15004,ALVORADA,11101948,1,1097
LEM9591,LDS 9591,LDS,10385925,SETD LEME,10401205,46,13.2,3304557,4.631,7565.592,7034.165,11,4430.0,1909,1,1,7.7,8,0,8,,1,0,0,1,0,1,LEM9694,0,0,-43.180481,-22.965171,-43.163596,-22.960809,1910,1910,15041,LEME SUBTERRANEO,1,0,1,1,1,False,LEM9694,10385925,SETD LEME,15050,LEME AEREO URBANO,11009573,21,2
LEM2740,LDS 2740,LDS,10385925,SETD LEME,10401265,46,13.2,3304557,2.021,9469.517,8967.314,8,4000.0,1866,0,0,0.0,6,0,6,,1,0,0,1,0,1,LEM2340,0,0,-43.180395,-22.967049,-43.17506,-22.961868,1866,1866,15041,LEME SUBTERRANEO,1,0,1,1,1,False,LEM2340,10385925,SETD LEME,15041,LEME SUBTERRANEO,493612524,9,4
BPD4609,LDS 4609,LDS,10385961,SETD BAEPENDI,10401435,46,13.2,3304557,3.573,11398.063,9889.508,14,4437.5,1830,2,12,44.69,12,0,12,,1,0,0,1,0,1,BPD4700,0,0,-43.185575,-22.939032,-43.180368,-22.93268,1832,1832,15063,BAEPENDI SUBTERRANEO,1,0,1,1,1,False,BPD4700,10385961,SETD BAEPENDI,15026,BAEPENDI AEREO,11240602,16,2
BPD24726,LDS 24726,LDS,10385961,SETD BAEPENDI,10401435,46,13.2,3304557,2.197,9104.287,8555.856,11,5500.0,1769,0,9,63.5,8,0,8,,2,1,1,1,0,2,BPD24650;BPD34707,0,0,-43.184496,-22.932957,-43.180859,-22.929704,1769,1769,15063,BAEPENDI SUBTERRANEO,1,0,1,1,1,False,BPD24650,10385961,SETD BAEPENDI,15026,BAEPENDI AEREO,1026098535,1,1097
BPD24186,LDS 24186,LDS,10385961,SETD BAEPENDI,10401435,46,13.2,3304557,2.489,7286.377,6451.189,7,2400.0,1584,1,4,32.75,7,0,7,,4,3,3,1,0,2,BPD24650;BPD34707,0,0,-43.184698,-22.933036,-43.177797,-22.929702,1585,1585,15063,BAEPENDI SUBTERRANEO,1,0,1,1,1,False,BPD24650,10385961,SETD BAEPENDI,15026,BAEPENDI AEREO,1026098535,1,1097
GDN0003,LDS 61016,LDS,457474244,SETD GARDENIA,457474600,46,13.2,3304557,4.364,9483.013,8165.765,14,1750.0,1577,2,0,0.0,14,0,14,,1,0,0,1,0,1,GDN0012,0,0,-43.380412,-22.97221,-43.365245,-22.967448,1579,1579,16903,GARDENIA,1,0,1,1,1,False,GDN0012,457474244,SETD GARDENIA,16903,GARDENIA,456334131,1,1097
PTS9170,LDS 9170,LDS,10386087,SETD POSTO SEIS,10401515,46,13.2,3304557,3.289,9128.133,7801.853,9,4300.0,1555,0,4,23.76,2,0,2,,1,0,0,1,0,1,PTS9648,0,0,-43.203261,-22.987824,-43.19178,-22.981442,1555,1555,15075,POSTO SEIS SUBTERRANEO,1,0,1,1,1,False,PTS9648,10386087,SETD POSTO SEIS,15075,POSTO SEIS SUBTERRANEO,533521192,14,3
BPD9790,LDS 9790,LDS,10385961,SETD BAEPENDI,10401430,46,13.2,3304557,6.829,12587.44,6427.559,16,7000.0,1545,0,2,13.0,7,0,7,,1,0,0,1,0,1,SAT2891,0,0,-43.180888,-22.933254,-43.172309,-22.914373,1545,1545,15063,BAEPENDI SUBTERRANEO,1,0,1,1,1,False,SAT2891,10385970,SETD SANTO ANTONIO,15083,SANTO ANTONIO SUBTERRANEO,477621734,12,3
RAM33535,LDA BONFOR,LDA,1132,SETD RAMOS,1248099,46,13.2,3304557,4.33,11492.756,9851.578,14,7000.0,1375,5,9,126.45,18,1,17,,1,0,0,1,0,1,DMC3326,0,0,-43.257247,-22.868206,-43.253157,-22.85449,1380,1380,15015,RAMOS AEREO,1,0,1,1,1,False,DMC3326,1168,SETD DEMOCRATICOS,15056,DEMOCRATICOS AEREO,1249270,1,1097
BMT29985,LDA TRINDADE,LDA,1195,SETD BOCA DO MATO,1248169,46,13.2,3304557,2.66,18559.758,15197.228,20,2467.5,1312,2,2,14.8,17,2,15,,2,1,1,1,0,2,BMT0001;BMT29884,0,0,-43.287574,-22.918269,-43.282477,-22.910901,1314,1314,15055,BOCA DO MATO AEREO,1,0,1,1,1,False,BMT29884,1195,SETD BOCA DO MATO,15055,BOCA DO MATO AEREO,1586710,1,1097
BFG24849,LDS 24849,LDS,10385934,SETD BOTAFOGO,10401290,46,13.2,3304557,3.291,7945.425,6390.686,13,6500.0,1232,0,11,86.82,12,0,12,,1,0,0,1,0,1,HMT3386,0,0,-43.192232,-22.955143,-43.180835,-22.951554,1232,1232,15064,BOTAFOGO SUBTERRANEO,1,0,1,1,1,False,HMT3386,10386096,SETD HUMAITA,15059,HUMAITA SUBTERRANEO,503304038,4,6
VGE3529,LDA DIQUE,LDA,1267,SETD VIGARIO GERAL,1248329,46,13.2,3304557,3.552,12331.28,9670.244,27,2850.0,1171,9,18,177.75,21,0,21,,1,0,0,1,0,1,VGE33444,0,0,-43.333972,-22.814889,-43.32182,-22.810274,1180,1180,15062,VIGARIO GERAL AEREO,1,0,1,1,1,False,VGE33444,1267,SETD VIGARIO GERAL,15062,VIGARIO GERAL AEREO,1590287,1,1097
COP3736,LDA BARROSO,LDA,152677490,SETD COPACABANA,156276007,46,13.2,3304557,4.549,8786.617,7797.463,6,780.0,1172,4,0,0.0,20,4,16,,2,0,1,1,0,2,HMT3401;HMT3477,0,0,-43.196319,-22.969272,-43.183215,-22.958046,1176,1176,15012,COPACABANA,1,0,1,1,1,False,HMT3401,10386096,SETD HUMAITA,15022,HUMAITA AEREO,779884967,17,2
SMT9344,LDS 9344,LDS,10385997,SETD SAMARITANO,10401345,46,13.2,3304557,5.68,5798.846,4989.167,17,7010.0,1147,1,3,15.5,11,0,11,,2,0,1,1,0,2,BPD9400;SMT0001,0,0,-43.187888,-22.945674,-43.171481,-22.934353,1148,1148,15076,SAMARITANO SUBTERRANEO,1,0,1,1,1,False,BPD9400,10385961,SETD BAEPENDI,15063,BAEPENDI SUBTERRANEO,473585378,11,3
SCO24296,LDS 24296,LDS,10386060,SETD SAO CONRADO,140568422,46,13.2,3304557,7.41,14998.467,12608.56,32,11970.0,1110,0,11,270.38,22,1,21,,1,0,0,1,0,1,SCO0001,0,0,-43.272425,-23.000549,-43.251813,-22.990892,1110,1110,15079,SAO CONRADO SUBTERRANEO,1,0,1,1,1,False,SCO0001,10386060,SETD SAO CONRADO,15053,SAO CONRADO AEREO,673488321,1,1097
PDD9899,LDA FRAGOSO,LDA,1231,SETD PIEDADE,1248199,46,13.2,3304557,2.661,3630.579,2284.543,18,2077.5,1031,1,2,23.0,9,1,8,,1,0,0,1,0,1,PDD33543,0,0,-43.308423,-22.896571,-43.298672,-22.891434,1032,1032,14998,PIEDADE,1,0,1,1,1,False,PDD33543,1231,SETD PIEDADE,14998,PIEDADE,1588467,1,1097
SMT24276,LDS 24276,LDS,10385997,SETD SAMARITANO,10401340,46,13.2,3304557,1.264,4511.708,3945.282,8,2910.0,949,0,3,36.4,9,0,9,,2,0,1,1,0,2,SMT0001;SMT33668,0,0,-43.187598,-22.945662,-43.18432,-22.942907,949,949,15076,SAMARITANO SUBTERRANEO,1,0,1,1,1,False,SMT33668,10385997,SETD SAMARITANO,15078,SAMARITANO AEREO URBANO,11180322,1,1097
BAR3462,LDS 34853/RIBAS/VIBARRA,LDS,10385907,SETD BARRA,10401280,46,13.2,3304557,10.785,8702.547,7924.126,18,1077.5,831,2,51,426.56,12,1,11,,1,0,0,1,0,1,BAR4841,0,0,-43.361196,-23.012725,-43.318458,-22.998264,833,833,15690,BARRA SUBTERRANEO,1,0,1,1,1,False,BAR4841,10385907,SETD BARRA,15013,BARRA AEREO,11120563,1,1097
GVD3849,LDS 30426 E 24789 SHOPPING,LDS,1213,SETD GOVERNADOR,1248159,46,13.2,3304557,3.574,9725.862,6654.898,10,4000.0,783,3,5,164.5,16,0,16,,3,2,2,1,0,2,FND3262;GVD29899,0,0,-43.212331,-22.805952,-43.201367,-22.80218,786,786,15040,GOVERNADOR AEREO,1,0,1,1,1,False,FND3262,1222,SETD FUNDAO,15040,GOVERNADOR AEREO,1613562,2,29
FND1320,LDS 1320 / LRA HORACIO,LDS,1222,SETD FUNDAO,1248409,46,13.2,3304557,10.325,15072.051,13504.798,14,2080.0,723,9,18,159.99,24,2,22,,1,0,0,1,0,1,FND1570,0,0,-43.241426,-22.870149,-43.214347,-22.838621,732,732,15061,PEDRO ERNESTO AEREO,1,0,1,1,1,False,FND1570,1222,SETD FUNDAO,15061,PEDRO ERNESTO AEREO,1625280,19,2
FCN9356,LDS 9356,LDS,10386105,SETD FREI CANECA,10401575,46,13.2,3304557,5.63,3480.389,3072.434,9,4300.0,639,0,0,0.0,4,1,3,,1,0,0,1,0,1,FCN9794,0,0,-43.200095,-22.915256,-43.181626,-22.901958,639,639,15049,FREI CANECA AEREO,1,0,1,1,1,False,FCN9794,10386105,SETD FREI CANECA,15049,FREI CANECA AEREO,499860434,18,2
LBN00004,LDS BERNADOTTE / CODAJAS,LDS,55813421,SETD LEBLON,55816451,46,13.2,3304557,5.946,15254.861,14629.275,49,7850.0,584,9,37,579.19,39,8,31,,1,0,0,1,0,1,JDB29935,0,0,-43.232846,-22.988265,-43.218994,-22.978895,593,593,15071,JARDIM BOTANICO AEREO,1,0,1,1,1,False,JDB29935,10385880,SETD JARDIM BOTANICO,15071,JARDIM BOTANICO AEREO,11138380,1,1097
TRV0002,LDA EBANO,LDA,10385898,SETD TROVAO,10401240,46,13.2,3304557,2.964,5004.877,1542.749,10,2262.5,526,4,3,22.13,30,4,26,,2,0,1,1,0,2,CMT29131;TRV843,0,0,-43.232778,-22.894095,-43.220537,-22.888135,530,530,15047,CAMPO MARTE AEREO,1,0,1,1,1,False,CMT29131,10386051,SETD CAMPO MARTE,15047,CAMPO MARTE AEREO,11006059,1,1097
BFG24942,LDS 24942,LDS,10385934,SETD BOTAFOGO,10401290,46,13.2,3304557,2.944,6311.559,5518.494,6,3000.0,500,1,2,7.0,5,0,5,25180968,1,1,0,1,1,1,BFG24750,0,0,-43.189659,-22.95518,-43.180679,-22.94599,501,501,15064,BOTAFOGO SUBTERRANEO,1,1,0,1,1,False,BFG24750,10385934,SETD BOTAFOGO,15064,BOTAFOGO SUBTERRANEO,25180968,10,3
SLZ2550,LDS 2550,LDS,10386069,SETD SANTA LUZIA,10401535,46,13.2,3304557,2.676,3663.678,961.285,11,4410.0,487,0,0,0.0,5,0,5,,1,0,0,1,0,1,SLZ4500,0,0,-43.17437,-22.912483,-43.168934,-22.908458,487,487,15016,SANTA LUZIA,1,0,1,1,1,False,SLZ4500,10386069,SETD SANTA LUZIA,15016,SANTA LUZIA,534989703,6,5
IMT006,LDA MOGNO,LDA,18520929,SETD INMETRO,18915450,46,13.2,3301702,19.659,4285.408,1956.103,96,2997.5,468,6,3,92.0,32,3,29,,1,0,0,1,0,1,IMT007,0,0,-43.296299,-22.601909,-43.261377,-22.577238,474,474,14997,INMETRO,1,0,1,1,1,False,IMT007,18520929,SETD INMETRO,14997,INMETRO,20701071,1,1097
AVD33360,LDS 36815/36816/LRA LYNETO,LDS,10385943,SETD ALVORADA,10401230,46,13.2,3304557,24.423,15014.655,11445.856,35,5102.5,428,4,5,28.0,23,1,22,,1,0,0,1,0,1,AVD33340,0,0,-43.413144,-23.016092,-43.318456,-22.994561,432,432,15004,ALVORADA,1,0,1,1,1,False,AVD33340,10385943,SETD ALVORADA,15004,ALVORADA,11102046,1,1097
CMR2405,LDS 2405,LDS,10386015,SETD CAMERINO,10401455,46,13.2,3304557,1.999,12140.945,11825.949,9,3030.0,410,0,0,0.0,6,0,6,,1,0,0,1,0,1,FCN9490,0,0,-43.186059,-22.904004,-43.178765,-22.901015,410,410,15065,CAMERINO SUBTERRANEO,1,0,1,1,1,False,FCN9490,10386105,SETD FREI CANECA,15049,FREI CANECA AEREO,476415090,3,8
CMR2770,LDS 2770,LDS,10386015,SETD CAMERINO,10401455,46,13.2,3304557,2.332,2595.724,2414.637,11,4320.0,391,0,1,59.52,7,0,7,,1,0,0,1,0,1,FCN9320,0,0,-43.186059,-22.904445,-43.17785,-22.901021,391,391,15065,CAMERINO SUBTERRANEO,1,0,1,1,1,False,FCN9320,10386105,SETD FREI CANECA,15049,FREI CANECA AEREO,486317738,3,8
SMT30371,LDS 30371,LDS,10385997,SETD SAMARITANO,10401340,46,13.2,3304557,1.411,11449.36,10552.967,3,1300.0,370,3,6,43.9,6,0,6,,1,0,0,1,0,1,SMT33668,0,0,-43.187622,-22.947327,-43.185272,-22.943471,373,373,15076,SAMARITANO SUBTERRANEO,1,0,1,1,1,False,SMT33668,10385997,SETD SAMARITANO,15078,SAMARITANO AEREO URBANO,11180322,1,1097
AVD33320,LDA SARTRE,LDA,10385943,SETD ALVORADA,10401230,46,13.2,3304557,6.879,15350.0,12121.642,30,4142.5,340,10,2,149.0,34,1,33,,2,0,1,1,0,2,AVD30006;AVD33340,0,0,-43.381087,-22.999836,-43.365482,-22.983577,350,350,15004,ALVORADA,1,0,1,1,1,False,AVD33340,10385943,SETD ALVORADA,15004,ALVORADA,11079571,1,1097
CMR0003,LDS 2525,LDS,10386015,SETD CAMERINO,10401455,46,13.2,3304557,2.352,1253.358,910.262,11,2850.0,330,0,0,0.0,8,0,8,,1,0,0,1,0,1,FCN9490,0,0,-43.186059,-22.904456,-43.17861,-22.901019,330,330,15065,CAMERINO SUBTERRANEO,1,0,1,1,1,False,FCN9490,10386105,SETD FREI CANECA,15049,FREI CANECA AEREO,476415090,3,8
FCN9100,LDS 9100,LDS,10386105,SETD FREI CANECA,10401600,46,13.2,3304557,4.399,2798.584,2338.015,14,6510.0,308,0,0,0.0,3,0,3,,1,0,0,1,0,1,FCN9490,0,0,-43.198247,-22.915243,-43.177564,-22.903184,308,308,15049,FREI CANECA AEREO,1,0,1,1,1,False,FCN9490,10386105,SETD FREI CANECA,15049,FREI CANECA AEREO,476415090,3,8
MTC34958,LDA GALVANI,LDA,1276,SETD MATURACA,1248359,46,13.2,3304557,2.432,20451.219,19504.307,3,30.0,290,4,0,0.0,25,2,23,,3,2,2,1,0,3,MTC001;MTC009;MTC011,0,3,-43.312677,-22.849757,-43.301996,-22.841538,294,294,15031,MATURACA AEREO,1,0,1,1,1,False,MTC011,1276,SETD MATURACA,,,1583196,23,2
BPD9612,LDS 9612,LDS,10385961,SETD BAEPENDI,10401430,46,13.2,3304557,4.988,5455.186,4630.965,15,6210.0,289,0,2,8.86,8,0,8,,1,0,0,1,0,1,SAT2891,0,0,-43.180892,-22.933257,-43.172931,-22.914373,289,289,15063,BAEPENDI SUBTERRANEO,1,0,1,1,1,False,SAT2891,10385970,SETD SANTO ANTONIO,15083,SANTO ANTONIO SUBTERRANEO,477621734,12,3
CMR4922,LDS 4922/LRA BENTOBEIRO,LDS,10386015,SETD CAMERINO,10401365,46,13.2,3304557,1.511,4400.304,4123.292,6,2225.0,276,1,0,0.0,7,0,7,,1,0,0,1,0,1,CMR1569,0,0,-43.191876,-22.904036,-43.185267,-22.901185,277,277,15065,CAMERINO SUBTERRANEO,1,0,1,1,1,False,CMR1569,10386015,SETD CAMERINO,15068,CAMERINO AEREO URBANO,556128952,1,1097
FCN1322,LDS 1322 / PINERI,LDS,10386105,SETD FREI CANECA,10401545,46,13.2,3304557,3.652,6238.157,5670.149,19,2377.5,263,5,2,20.5,14,2,12,,1,0,0,1,0,1,FCN0001,0,0,-43.211427,-22.914636,-43.198237,-22.909922,268,268,15049,FREI CANECA AEREO,1,0,1,1,1,False,FCN0001,10386105,SETD FREI CANECA,15049,FREI CANECA AEREO,11037595,7,5
FCN9550,LDS 9550,LDS,10386105,SETD FREI CANECA,10401600,46,13.2,3304557,4.359,3394.037,2040.857,12,5310.0,252,0,0,0.0,5,0,5,,1,0,0,1,0,1,FCN9320,0,0,-43.198844,-22.915164,-43.17756,-22.903567,252,252,15049,FREI CANECA AEREO,1,0,1,1,1,False,FCN9320,10386105,SETD FREI CANECA,15049,FREI CANECA AEREO,486317738,3,8
FCN9460,LDS 9460,LDS,10386105,SETD FREI CANECA,10401600,46,13.2,3304557,4.543,3928.405,3408.137,13,6010.0,251,0,0,0.0,6,0,6,,1,0,0,1,0,1,FCN9490,0,0,-43.198229,-22.915282,-43.177566,-22.903439,251,251,15049,FREI CANECA AEREO,1,0,1,1,1,False,FCN9490,10386105,SETD FREI CANECA,15049,FREI CANECA AEREO,476415090,3,8
RCP1737,LDS 1737,LDS,10386006,SETD RIO COMPRIDO,10401355,46,13.2,3304557,4.377,7499.829,3591.692,1,300.0,235,4,3,14.0,5,0,5,,1,0,0,1,0,1,RCP9818,0,0,-43.22169,-22.930054,-43.208899,-22.918903,239,239,15058,RIO COMPRIDO AEREO,1,0,1,1,1,False,RCP9818,10386006,SETD RIO COMPRIDO,15058,RIO COMPRIDO AEREO,11023078,1,1097
BPD4700,LDS 4700/ROZO,LDS,10385961,SETD BAEPENDI,10401435,46,13.2,3304557,2.518,1949.842,1581.328,3,615.0,231,2,3,10.5,7,1,6,,2,1,1,1,0,2,BPD34707;BPD4609,0,0,-43.186566,-22.938635,-43.180872,-22.930245,233,233,15026,BAEPENDI AEREO,1,0,1,1,1,False,BPD4609,10385961,SETD BAEPENDI,15063,BAEPENDI SUBTERRANEO,11240602,16,2
CCD4079,LDS 4079,LDS,1186,SETD CASCADURA,1248259,46,13.2,3304557,2.53,5084.847,3122.848,12,6000.0,225,1,1,8.0,8,0,8,,1,0,0,1,0,1,TUR010,0,0,-43.338629,-22.881023,-43.33178,-22.874218,226,226,15034,CASCADURA AEREO,1,0,1,1,1,False,TUR010,1294,SETD TURIACU,15002,TURIACU,1607507,1,1097
FCN9794,LDS 9794,LDS,10386105,SETD FREI CANECA,10401575,46,13.2,3304557,5.168,3130.391,1623.296,13,4340.0,226,0,1,12.6,4,0,4,,1,0,0,1,0,1,FCN9356,0,0,-43.200094,-22.915282,-43.182475,-22.902486,226,226,15049,FREI CANECA AEREO,1,0,1,1,1,False,FCN9356,10386105,SETD FREI CANECA,15049,FREI CANECA AEREO,499860434,18,2
