COD_ID,NOME,tipo,SUB,SUB_NOME,UNI_TR_AT,TEN_NOM,TEN_NOM_kV,MUN,km_MT,ENE_MWh_ano,ENE_UC_MWh_ano,n_UNTRMT,kVA_instalado,n_UCBT,n_UCMT,n_DER,kW_DER,chaves_total,chaves_NA,chaves_NF,chaves_telecomandadas,NA_interligacao,NA_interligacao_telecomandada,NA_interligacao_SE,NA_interligacao_campo,NA_interligacao_campo_telecomandada,n_vizinhos,vizinhos,n_UNREMT,n_UNCRMT,lon_min,lat_min,lon_max,lat_max,score,n_clientes,CONJ_CODIGO,CONJ_NOME,ties_campo,ties_telecomandadas,ties_manuais,pares_ctmt_vizinho,grau,sem_socorro,alimentadores_socorro,subestacoes_socorro,subestacoes_socorro_nomes,conjuntos_socorro,conjuntos_socorro_nomes,chaves_campo,componente_id,tamanho_componente
TRS005,LDA PALESTINA,LDA,18520326,SETD TRES RIOS,18915150,46,13.2,3306008,47.201,6238.829,5082.21,109,5285.0,1620,6,30,527.14,58,13,45,,6,0,4,2,0,4,TRS002;TRS003;TRS013;TRS014,0,0,-43.289407,-22.153927,-43.233825,-22.071591,3252,1626,15087,TRES RIOS AEREO AT/MT,2,0,2,2,2,False,TRS003;TRS014,18520326,SETD TRES RIOS,15087,TRES RIOS AEREO AT/MT,143174891;20712649,1,1097
HMT3386,LDS 4117/LDS1585/MAR,LDS,10386096,SETD HUMAITA,10401540,46,13.2,3304557,5.922,14137.057,12599.585,16,6037.5,1612,3,12,51.45,17,1,16,,2,0,0,2,0,2,BFG24849;HMT3022,0,0,-43.19621,-22.958621,-43.188255,-22.951079,3230,1615,15059,HUMAITA SUBTERRANEO,2,0,2,2,2,False,BFG24849;HMT3022,10385934;10386096,SETD BOTAFOGO;SETD HUMAITA,15022;15064,BOTAFOGO SUBTERRANEO;HUMAITA AEREO,11307268;503304038,4,6
CMS010,LDA URU,LDA,18520839,SETD COSMOS,18915265,46,13.2,3304557,3.855,6869.264,2613.711,24,2647.5,1491,0,32,216.44,14,6,8,,2,0,0,2,0,2,CMS005;PCI3620,0,0,-43.621727,-22.908185,-43.614706,-22.9023,2982,1491,16897,COSMOS,2,0,2,2,2,False,CMS005;PCI3620,18520839;450101398,SETD COSMOS;SETD PACIENCIA,16897,COSMOS,20815772;723916892,1,1097
JDB3716,LDS 4461/4576,LDS,10385880,SETD JARDIM BOTANICO,10401245,46,13.2,3304557,9.876,9842.969,9378.579,17,6710.0,1432,2,7,56.51,20,1,19,,2,0,0,2,0,2,JDB807;JDB814,0,0,-43.234664,-22.982999,-43.217334,-22.9633,2868,1434,15071,JARDIM BOTANICO AEREO,2,0,2,2,2,False,JDB807;JDB814,10385880,SETD JARDIM BOTANICO,15071,JARDIM BOTANICO AEREO,11100268;11240427,1,1097
GVD9875,LDA MUIATUCA,LDA,1213,SETD GOVERNADOR,1248164,46,13.2,3304557,2.445,12447.556,9767.516,21,2362.5,1219,5,20,126.35,16,1,15,,2,0,0,2,0,2,GNB33413;GVD3629,0,0,-43.202565,-22.808133,-43.19389,-22.803815,2448,1224,15040,GOVERNADOR AEREO,2,0,2,2,2,False,GNB33413;GVD3629,1150;1213,SETD GOVERNADOR;SETD GUANABARA,15037,GUANABARA AEREO,1602838;1602908,2,29
SRP009,LDA FARAO,LDA,18520803,SETD SARAPUI,18915270,46,13.2,3301702,8.122,9846.408,612.225,24,2295.0,928,1,1,14.0,9,2,7,,2,0,0,2,0,2,SJO0006;SRP005,0,0,-43.329962,-22.746315,-43.321255,-22.717251,1858,929,15000,SARAPUI,2,0,2,2,2,False,SJO0006;SRP005,18520803;310718139,SETD SAO JOAO;SETD SARAPUI,15000;15699,SAO JOAO;SARAPUI,20713930;282364888,1,1097
JDB771,LDS 771 / LDA PIONZE/LRA BOTANICO,LDS,10385880,SETD JARDIM BOTANICO,10401215,46,13.2,3304557,1.573,2664.204,2448.443,12,2507.5,605,0,10,82.86,6,1,5,,2,0,0,2,0,2,JDB820;JDB932,0,0,-43.218532,-22.966025,-43.215969,-22.961469,1210,605,15071,JARDIM BOTANICO AEREO,2,0,2,2,2,False,JDB820;JDB932,10385880,SETD JARDIM BOTANICO,15071,JARDIM BOTANICO AEREO,11053704;11278633,1,1097
DMC655,LDA LONDRES,LDA,1168,SETD DEMOCRATICOS,1248154,46,13.2,3304557,3.781,22812.874,12915.458,19,2947.5,568,5,13,355.84,21,4,17,,2,0,0,2,0,2,DMC3523;DMC631,0,0,-43.25846,-22.875798,-43.245383,-22.860614,1146,573,15015,RAMOS AEREO,2,0,2,2,2,False,DMC3523;DMC631,1168,SETD DEMOCRATICOS,15056,DEMOCRATICOS AEREO,1621584;47230162,1,1097
TRG966,LDA DALACHAN,LDA,1204,SETD TRIAGEM,1248299,46,13.2,3304557,2.629,5475.049,3886.118,21,2692.5,529,6,5,82.88,21,2,19,,2,0,0,2,0,2,TRG848;TRV607,0,0,-43.250705,-22.897018,-43.241844,-22.888899,1070,535,15024,TRIAGEM AEREO,2,0,2,2,2,False,TRG848;TRV607,10385898;1204,SETD TRIAGEM;SETD TROVAO,15020;15024,TRIAGEM AEREO;TROVAO AEREO,1627499;1627597,1,1097
CMT3164,LDS 1229/LDS24172/LRA ANTUNES/LRA HERFONTES,LDS,10386051,SETD CAMPO MARTE,10401480,46,13.2,3304557,7.135,8979.415,6920.002,5,630.0,488,3,0,0.0,45,3,42,,2,0,0,2,0,2,CMT0002;CMT29117,0,0,-43.218828,-22.907358,-43.19468,-22.892443,982,491,15047,CAMPO MARTE AEREO,2,0,2,2,2,False,CMT0002;CMT29117,10386051,SETD CAMPO MARTE,15047,CAMPO MARTE AEREO,11081279;11102207,1,1097
BPD1093,LDS 1093,LDS,10385961,SETD BAEPENDI,10401435,46,13.2,3304557,6.652,10855.395,9971.961,3,810.0,461,3,1,10.0,7,0,7,,3,0,1,2,0,3,BPD34707;SLZ4500;SLZ4680,0,0,-43.180933,-22.933257,-43.169111,-22.912373,928,464,15063,BAEPENDI SUBTERRANEO,2,0,2,2,2,False,SLZ4500;SLZ4680,10386069,SETD SANTA LUZIA,15016,SANTA LUZIA,531610178;534989703,6,5
IMT009,LDA JATOBA,LDA,18520929,SETD INMETRO,18915450,46,13.2,3301702,19.265,2388.038,497.078,95,1587.5,276,0,10,169.23,30,2,28,,2,0,0,2,0,2,IMT004;IMT005,0,0,-43.289313,-22.590925,-43.257533,-22.557131,552,276,14997,INMETRO,2,0,2,2,2,False,IMT004;IMT005,18520929,SETD INMETRO,14997,INMETRO,20662659;27971170,1,1097
FND33757,LDA LETRAS,LDA,1222,SETD FUNDAO,1248409,46,13.2,3304557,11.717,20550.401,19580.745,17,1327.5,72,10,1,187.266,29,4,25,,2,0,0,2,0,2,FND1239;FND33454,0,0,-43.241433,-22.863502,-43.210498,-22.838591,164,82,15061,PEDRO ERNESTO AEREO,2,0,2,2,2,False,FND1239;FND33454,1222,SETD FUNDAO,15061,PEDRO ERNESTO AEREO,114937703;1625245,13,3
GDN0022,LDA CASTOARES,LDA,457474244,SETD GARDENIA,457474515,46,13.2,3304557,6.566,9908.727,3213.953,1,30.0,77,0,2,29.58,12,1,11,,2,0,0,2,0,2,GDN0013;GDN0020,0,0,-43.380299,-22.973179,-43.337159,-22.954769,154,77,16903,GARDENIA,2,0,2,2,2,False,GDN0013;GDN0020,457474244,SETD GARDENIA,16903,GARDENIA,783728005;803141226,1,1097
ZIN003,LDA CRUZALIA,LDA,18520911,SETD ZONA INDUSTRIAL,18915435,46,13.2,3304557,5.703,27661.958,24143.003,8,367.5,27,11,0,0.0,17,1,16,,2,0,0,2,0,2,ZIN001;ZIN004,0,0,-43.742823,-22.894571,-43.727726,-22.880585,76,38,15696,ZONA INDUSTRIAL,2,0,2,2,2,False,ZIN001;ZIN004,18520911,SETD ZONA INDUSTRIAL,15694;15696,ITAGUAI;ZONA INDUSTRIAL,133814004;32896650,1,1097
ZIN001,LDA RESERVA-ZIN,LDA,18520911,SETD ZONA INDUSTRIAL,18915435,46,13.2,3304557,3.636,790.401,133.322,3,90.0,12,0,0,0.0,8,4,4,,5,0,3,2,0,5,ITG0003;ZIN003;ZIN004;ZIN006;ZIN007,0,0,-43.761275,-22.894525,-43.735167,-22.882103,24,12,15694,ITAGUAI,2,0,2,2,2,False,ZIN003;ZIN006,18520911,SETD ZONA INDUSTRIAL,15696,ZONA INDUSTRIAL,133814004;26597122,1,1097
ZIN002,LDA GUARANTA,LDA,18520911,SETD ZONA INDUSTRIAL,18915435,46,13.2,3304557,3.655,4305.671,1445.119,6,352.5,2,4,1,50.0,8,1,7,,2,0,0,2,0,2,ZIN004;ZIN005,0,0,-43.746632,-22.894538,-43.735155,-22.877308,12,6,15696,ZONA INDUSTRIAL,2,0,2,2,2,False,ZIN004;ZIN005,18520911,SETD ZONA INDUSTRIAL,15696,ZONA INDUSTRIAL,148293648;20713195,1,1097
SLZ4680,LDS 4680,LDS,10386069,SETD SANTA LUZIA,10401520,46,13.2,3304557,2.208,5742.107,5697.417,0,0.0,0,4,0,0.0,6,1,5,,2,0,0,2,0,2,BPD1093;SLZ4500,0,0,-43.174365,-22.913055,-43.169141,-22.908277,8,4,15016,SANTA LUZIA,2,0,2,2,2,False,BPD1093;SLZ4500,10385961;10386069,SETD BAEPENDI;SETD SANTA LUZIA,15016;15063,BAEPENDI SUBTERRANEO;SANTA LUZIA,531610178;534989703,6,5
CMT2518,LSS 391,LSS,10386051,SETD CAMPO MARTE,10401495,67,25.0,3304557,4.196,40951.587,37259.476,0,0.0,0,3,0,0.0,9,2,7,,4,0,2,2,0,2,CMT234;CMT288,0,0,-43.219151,-22.899197,-43.208737,-22.87641,6,3,15047,CAMPO MARTE AEREO,2,0,2,2,2,False,CMT234;CMT288,10386051,SETD CAMPO MARTE,15047,CAMPO MARTE AEREO,11138170;249223958,1,1097
GNB34723,LDA MARREIROS,LDA,1150,SETD GUANABARA,1248144,46,13.2,3304557,15.618,19180.508,17580.257,0,0.0,0,2,0,0.0,20,4,16,,2,0,0,2,0,2,FND3462;GNB24905,0,3,-43.189,-22.82113,-43.119166,-22.797085,4,2,15037,GUANABARA AEREO,2,0,2,2,2,False,FND3462;GNB24905,1150;1222,SETD FUNDAO;SETD GUANABARA,15037;15040,GOVERNADOR AEREO;GUANABARA AEREO,1592730;1592765,2,29
CMT327,LSS 327,LSS,10386051,SETD CAMPO MARTE,144429247,67,25.0,3304557,8.055,0.0,0.0,0,0.0,0,1,0,0.0,7,2,5,,2,0,0,2,0,2,CMT1;CMT322,0,0,-43.219148,-22.911261,-43.173434,-22.895128,2,1,15047,CAMPO MARTE AEREO,2,0,2,2,2,False,CMT1;CMT322,10386051,SETD CAMPO MARTE,,,11308549;11308682,8,4
CMT353,LSS 353,LSS,10386051,SETD CAMPO MARTE,10401495,67,25.0,3304557,1.362,829.124,621.27,0,0.0,0,1,0,0.0,5,1,4,,4,0,2,2,0,3,CMT1;CMT234;CMT322,0,0,-43.218274,-22.903581,-43.212541,-22.898674,2,1,15047,CAMPO MARTE AEREO,2,0,2,2,2,False,CMT1;CMT322,10386051,SETD CAMPO MARTE,,,11308549;11308682,8,4
CUR24794,LDS 24794,LDS,10386042,SETD CURICICA,10401620,46,13.2,3304557,4.62,9903.656,9624.922,0,0.0,0,1,0,0.0,1,0,1,,2,0,0,2,0,2,GDN0019;ITP33370,0,0,-43.416524,-22.978675,-43.396453,-22.958154,2,1,16901,CURICICA AEREO,2,0,2,2,2,False,GDN0019;ITP33370,10385988;457474244,SETD GARDENIA;SETD ITAPEBA,15066,ITAPEBA AEREO URBANO,543423140;674437197,1,1097
ITP33143,LDA SALVALENDE,LDA,10385988,SETD ITAPEBA,10401330,46,13.2,3304557,5.406,36.802,31.768,1,75.0,1,0,0,0.0,6,0,6,,2,0,0,2,0,2,GDN0019;ITP33172,0,0,-43.430994,-22.999241,-43.410593,-22.977611,2,1,15066,ITAPEBA AEREO URBANO,2,0,2,2,2,False,GDN0019;ITP33172,10385988;457474244,SETD GARDENIA;SETD ITAPEBA,15066,ITAPEBA AEREO URBANO,11008754;543423140,1,1097
BPN20135,LSA LISBOA,LSA,1159,SETD BRAS DE PINA,1248219,67,25.0,3304557,1.618,0.0,0.0,0,0.0,0,0,0,0.0,6,1,5,,2,0,0,2,0,2,BPN20131;TRG275,0,0,-43.283589,-22.833063,-43.279134,-22.826153,0,0,,,2,0,2,2,2,False,BPN20131;TRG275,1159;1204,SETD BRAS DE PINA;SETD TRIAGEM,15024,TRIAGEM AEREO,1605834;1617958,1,1097
BPN314,LSA CASCAIS,LSA,1159,SETD BRAS DE PINA,1248224,67,25.0,3304557,0.697,0.0,0.0,0,0.0,0,0,0,0.0,8,3,5,,2,0,0,2,0,2,BPN29590;MRT273,0,0,-43.282131,-22.82669,-43.279312,-22.824303,0,0,,,2,0,2,2,2,False,BPN29590;MRT273,1159;1312,SETD BRAS DE PINA;SETD MERITI,15017,BRAS DE PINA,134256395;1624489,1,1097
FND3424,LDA PORTUGUESA,LDA,1222,SETD FUNDAO,1248409,46,13.2,3304557,8.88,0.0,0.0,0,0.0,0,0,0,0.0,10,1,9,,2,0,0,2,0,2,FND3262;FND3747,0,0,-43.242,-22.838797,-43.210992,-22.794901,0,0,,,2,0,2,2,2,False,FND3262;FND3747,1222,SETD FUNDAO,15040,GOVERNADOR AEREO,1024518466;1024519465,2,29
FND3726,LDA CERROAZUL,LDA,1222,SETD FUNDAO,1248184,46,13.2,3304557,8.792,0.0,0.0,0,0.0,0,0,0,0.0,9,1,8,,2,0,0,2,0,2,FND3462;FND3747,0,0,-43.241996,-22.838849,-43.211194,-22.794922,0,0,,,2,0,2,2,2,False,FND3462;FND3747,1222,SETD FUNDAO,15040,GOVERNADOR AEREO,1024518818;1024518848,2,29
QMD010,LSA GAVIAO,LSA,18520893,SETD QUEIMADOS,18915300,67,25.0,3304144,18.598,0.0,0.0,0,0.0,0,0,0,0.0,16,0,16,,4,0,2,2,0,3,QMD001;QMD002;QMD005,0,0,-43.626028,-22.814168,-43.557066,-22.74115,0,0,,,2,0,2,2,2,False,QMD001;QMD005,18520893,SETD QUEIMADOS,15692;15698,NOVA IGUACU;QUEIMADOS AEREO,25721759;261214038,1,1097
SDD002,LSA SAPOTIS,LSA,18520398,SETD SAUDADE,18915170,67,25.0,3300407,454.51,29426.28,28068.003,870,38227.5,8656,22,156,2691.81,452,45,407,499117598,8,3,6,2,1,2,SDD001;VRD015,0,4,-44.336817,-22.585587,-44.131223,-22.236701,17356,8678,15001,SAUDADE,2,1,1,2,1,False,VRD015,18520470,SETD VOLTA REDONDA,15086,VOLTA REDONDA AEREO MT/MT,298280749;499117598,1,1097
CBI24826,LDA TENCOSTA,LDA,1141,SETD CACHAMBI,1248114,46,13.2,3304557,5.162,16534.502,14179.321,63,7665.0,4513,3,64,425.42,23,3,20,,3,1,1,2,0,2,CBI24833;CBI33798,0,0,-43.288986,-22.897679,-43.274232,-22.888259,9032,4516,15027,CACHAMBI AEREO,2,0,2,2,1,False,CBI24833,1141,SETD CACHAMBI,15027,CACHAMBI AEREO,1585044;1609593,1,1097
SAT9693,LDS 24090,LDS,10385970,SETD SANTO ANTONIO,10401405,46,13.2,3304557,2.637,14626.842,13355.179,19,7430.0,3515,0,10,317.1,16,2,14,732384743,7,5,5,2,1,2,SAT1038;SAT9523,0,0,-43.186949,-22.916131,-43.181775,-22.90823,7030,3515,15083,SANTO ANTONIO SUBTERRANEO,2,1,1,2,1,False,SAT1038,10385970,SETD SANTO ANTONIO,15083,SANTO ANTONIO SUBTERRANEO,11178824;732384743,25,2
GNB33401,LDA NADRUZ,LDA,1150,SETD GUANABARA,1248144,46,13.2,3304557,9.267,23774.624,6528.695,65,7312.5,3421,1,51,359.61,35,7,28,,2,0,0,2,0,1,GNB34726,0,0,-43.228539,-22.79747,-43.18884,-22.784118,6844,3422,15037,GUANABARA AEREO,2,0,2,2,1,False,GNB34726,1150,SETD GUANABARA,15037,GUANABARA AEREO,1603832;1613751,2,29
SAT1038,LDS 1038/LDA ANDRE,LDS,10385970,SETD SANTO ANTONIO,10401425,46,13.2,3304557,4.413,16693.007,15503.53,20,6100.0,3178,2,2,35.04,16,1,15,732384743,6,5,4,2,1,2,SAT9523;SAT9693,0,0,-43.188581,-22.918966,-43.179061,-22.908402,6360,3180,15083,SANTO ANTONIO SUBTERRANEO,2,1,1,2,1,False,SAT9693,10385970,SETD SANTO ANTONIO,15083,SANTO ANTONIO SUBTERRANEO,11178824;732384743,25,2
LPD29211,LDA ESTEVAO,LDA,10386033,SETD LEOPOLDO,10401385,46,13.2,3304557,4.901,12394.205,1693.557,51,4567.5,3061,0,2,16.8,23,7,16,,3,0,1,2,0,1,LPD29304,0,0,-43.262514,-22.936079,-43.254375,-22.929042,6122,3061,15030,LEOPOLDO AEREO,2,0,2,2,1,False,LPD29304,10386033,SETD LEOPOLDO,15030,LEOPOLDO AEREO,11137225;11137386,1,1097
REC0014,LDS 38052,LDS,132097219,SETD RECREIO,132098328,46,13.2,3304557,11.314,12471.058,11049.511,17,3845.0,2773,1,10,41.86,15,1,14,,2,0,0,2,0,1,REC0012,0,0,-43.514603,-23.024777,-43.467699,-23.010789,5548,2774,14999,RECREIO,2,0,2,2,1,False,REC0012,132097219,SETD RECREIO,14999,RECREIO,486205966;862007790,1,1097
SMT0001,LDS 34962,LDS,10385997,SETD SAMARITANO,10401340,46,13.2,3304557,2.55,10267.558,8654.258,10,4800.0,2772,1,6,32.1,40,6,34,732393294,5,1,3,2,1,6,SMT24276;SMT30468;SMT30735;SMT33668;SMT37336;SMT9344,0,6,-43.188352,-22.94949,-43.182082,-22.945551,5546,2773,15076,SAMARITANO SUBTERRANEO,2,1,1,2,1,False,SMT33668,10385997,SETD SAMARITANO,15078,SAMARITANO AEREO URBANO,732393294;732393397,1,1097
CMR33066,LDS 33066/CONCEICAO,LDS,10386015,SETD CAMERINO,10401365,46,13.2,3304557,3.777,6063.622,4973.025,23,2640.0,1497,1,10,65.62,13,2,11,,4,2,2,2,0,2,CMR33090;CMR9663,0,0,-43.194213,-22.901244,-43.183132,-22.893029,2996,1498,15065,CAMERINO SUBTERRANEO,2,0,2,2,1,False,CMR33090,10386015,SETD CAMERINO,15068,CAMERINO AEREO URBANO,11153943;11233896,1,1097
ITP00005,LDA CASUARINA,LDA,10385988,SETD ITAPEBA,10401335,46,13.2,3304557,2.981,11587.995,7063.491,13,2047.5,1333,1,52,402.94,20,3,17,,2,0,0,2,0,1,ITP33172,0,0,-43.438567,-23.006651,-43.430694,-22.998399,2668,1334,15066,ITAPEBA AEREO URBANO,2,0,2,2,1,False,ITP33172,10385988,SETD ITAPEBA,15066,ITAPEBA AEREO URBANO,456765966;642725946,1,1097
GDN0004,LDA AYRTON,LDA,457474244,SETD GARDENIA,457474600,46,13.2,3304557,4.664,11456.814,9540.953,24,4422.5,989,10,21,945.95,37,3,34,,2,0,0,2,0,1,GDN0011,0,0,-43.380219,-22.975984,-43.36694,-22.972072,1998,999,16903,GARDENIA,2,0,2,2,1,False,GDN0011,457474244,SETD GARDENIA,16903,GARDENIA,11137897;473203165,1,1097
TRG813,LDA UBAJARA,LDA,1204,SETD TRIAGEM,1248299,46,13.2,3304557,3.879,13168.518,2543.583,37,4350.0,953,4,7,55.18,26,5,21,,2,0,0,2,0,1,TRG904,0,0,-43.25823,-22.893825,-43.250257,-22.887849,1914,957,15024,TRIAGEM AEREO,2,0,2,2,1,False,TRG904,1204,SETD TRIAGEM,15024,TRIAGEM AEREO,1587571;1587578,1,1097
BAR3121,LDS 4868,LDS,10385907,SETD BARRA,10401280,46,13.2,3304557,11.138,10615.842,10255.966,33,9295.0,926,2,35,463.46,25,2,23,,2,0,0,2,0,1,BAR29680,0,0,-43.363204,-23.006241,-43.324797,-22.996727,1856,928,15690,BARRA SUBTERRANEO,2,0,2,2,1,False,BAR29680,10385907,SETD BARRA,15689,BARRA 2,37950517;40617132,1,1097
BPD4302,LDS 4302/INDIO/BIBIANO,LDS,10385961,SETD BAEPENDI,10401435,46,13.2,3304557,3.384,5213.63,4630.473,15,1785.0,833,6,7,118.72,31,4,27,,3,0,1,2,0,2,BPD34707;BPD4990,0,0,-43.182851,-22.941178,-43.177112,-22.932696,1678,839,15063,BAEPENDI SUBTERRANEO,2,0,2,2,1,False,BPD4990,10385961,SETD BAEPENDI,15063,BAEPENDI SUBTERRANEO,11255206;11255213,15,2
MRT33313,LDA GIL,LDA,1312,SETD MERITI,1248424,46,13.2,3305109,3.605,9706.954,8680.869,9,1020.0,227,9,1,50.0,45,2,43,,3,0,1,2,0,2,MRT29825;MRT9954,0,7,-43.341113,-22.810596,-43.330472,-22.797331,472,236,14993,MERITI,2,0,2,2,1,False,MRT9954,1312,SETD MERITI,14993,MERITI,115611752;517281009,1,1097
REC3710,LDA CRESPO,LDA,132097219,SETD RECREIO,132023773,46,13.2,3304557,1.578,9984.903,9504.826,5,1330.0,117,1,1,60.0,9,2,7,,4,0,2,2,0,2,REC00005;REC99999,0,0,-43.475331,-23.016024,-43.467547,-23.01081,236,118,14999,RECREIO,2,0,2,2,1,False,REC99999,132097219,SETD RECREIO,14999,RECREIO,1002206755;963788661,1,1097
FND4286,LDS 4286,LDS,1222,SETD FUNDAO,1248409,46,13.2,3304557,5.448,5035.118,3270.05,12,547.5,24,4,0,0.0,13,1,12,,2,0,0,2,0,1,FND4304,0,0,-43.242229,-22.839017,-43.229088,-22.8156,56,28,15061,PEDRO ERNESTO AEREO,2,0,2,2,1,False,FND4304,1222,SETD FUNDAO,15040,GOVERNADOR AEREO,1551918;1552023,2,29
CBI33550,LDA GABUR,LDA,1141,SETD CACHAMBI,1248124,46,13.2,3304557,1.849,22742.019,22259.854,0,0.0,0,5,0,0.0,5,0,5,,2,0,0,2,0,1,CBI24854,0,0,-43.28302,-22.88961,-43.274162,-22.884938,10,5,15027,CACHAMBI AEREO,2,0,2,2,1,False,CBI24854,1141,SETD CACHAMBI,15027,CACHAMBI AEREO,1601690;643108157,1,1097
JAB014,LDA NOBET,LDA,18520749,SETD JABOATAO,18915180,46,13.2,3304557,2.099,13106.974,12572.351,0,0.0,0,5,0,0.0,6,1,5,,2,0,0,2,0,1,JAB007,0,0,-43.562121,-22.897704,-43.557747,-22.88502,10,5,15029,JABOATAO AEREO,2,0,2,2,1,False,JAB007,18520749,SETD JABOATAO,15029,JABOATAO AEREO,20733257;40432713,1,1097
BPD4990,LDS 4990,LDS,10385961,SETD BAEPENDI,10401435,46,13.2,3304557,3.811,8064.368,7782.83,0,0.0,0,3,0,0.0,5,1,4,,3,1,1,2,0,2,BPD34707;BPD4302,0,0,-43.181076,-22.943267,-43.17479,-22.932641,6,3,15063,BAEPENDI SUBTERRANEO,2,0,2,2,1,False,BPD4302,10385961,SETD BAEPENDI,15063,BAEPENDI SUBTERRANEO,11255206;11255213,15,2
ITP0007,LDA OPTI,LDA,10385988,SETD ITAPEBA,22328959,46,13.2,3304557,7.093,0.0,0.0,0,0.0,0,1,0,0.0,7,0,7,,2,0,0,2,0,1,GDN0019,0,0,-43.431515,-22.999432,-43.411318,-22.977969,2,1,15066,ITAPEBA AEREO URBANO,2,0,2,2,1,False,GDN0019,457474244,SETD GARDENIA,15066,ITAPEBA AEREO URBANO,571396596;805086923,1,1097
TRG316,LSA BELTUR,LSA,1204,SETD TRIAGEM,1248254,67,25.0,3304557,4.438,0.0,0.0,0,0.0,0,0,0,0.0,8,1,7,,2,0,0,2,0,1,TRG275,0,0,-43.253887,-22.891822,-43.248967,-22.876216,0,0,,,2,0,2,2,1,False,TRG275,1204,SETD TRIAGEM,,,1618567;1620947,1,1097
SLZ4500,LDS 4500\LDS 24716,LDS,10386069,SETD SANTA LUZIA,10401520,46,13.2,3304557,4.74,3195.585,2587.618,4,450.0,5,4,0,0.0,18,1,17,,2,1,1,1,0,5,BPD1093;BPD4950;SLZ00001;SLZ2550;SLZ4680,0,0,-43.174364,-22.915376,-43.165005,-22.907469,9,9,15016,SANTA LUZIA,1,0,1,4,4,False,BPD1093;BPD4950;SLZ2550;SLZ4680,10385961;10386069,SETD BAEPENDI;SETD SANTA LUZIA,15016;15063,BAEPENDI SUBTERRANEO;SANTA LUZIA,534989703,6,5
LEM2340,LDS 2340,LDS,10385925,SETD LEME,10401265,46,13.2,3304557,2.126,20392.41,19881.964,10,4600.0,4057,0,3,21.6,5,1,4,,1,0,0,1,0,3,COP2290;COP2450;LEM2740,0,0,-43.180397,-22.96707,-43.174955,-22.960757,4057,4057,15041,LEME SUBTERRANEO,1,0,1,3,3,False,COP2290;COP2450;LEM2740,10385925;152677490,SETD COPACABANA;SETD LEME,15012;15041,COPACABANA;LEME SUBTERRANEO,493612524,9,4
FCN9320,LDS 9320,LDS,10386105,SETD FREI CANECA,10401600,46,13.2,3304557,5.186,3339.398,1965.101,13,5610.0,217,0,0,0.0,5,1,4,,1,0,0,1,0,3,CMR2770;FCN9490;FCN9550,0,0,-43.198264,-22.914651,-43.178135,-22.903753,217,217,15049,FREI CANECA AEREO,1,0,1,3,3,False,CMR2770;FCN9490;FCN9550,10386015;10386105,SETD CAMERINO;SETD FREI CANECA,15049;15065,CAMERINO SUBTERRANEO;FREI CANECA AEREO,486317738,3,8
CHR0001,LDA CANTAGALO,LDA,18520758,SETD CACHAMORRA,18915220,46,13.2,3304557,1.334,0.0,0.0,0,0.0,0,0,0,0.0,5,1,4,,1,0,0,1,0,3,CHR020;CHR06;STS004,0,0,-43.575137,-22.929112,-43.568102,-22.924031,0,0,,,1,0,1,3,3,False,CHR020;CHR06;STS004,18520758;18521136,SETD CACHAMORRA;SETD SANTISSIMO,15011;15042,CACHAMORRA;SANTISSIMO AEREO,518170006,1,1097
PTS9648,LDS 9648,LDS,10386087,SETD POSTO SEIS,10401515,46,13.2,3304557,5.729,11848.25,10744.511,13,6100.0,1181,0,7,59.94,8,1,7,,3,2,2,1,0,3,PTS0001;PTS9170;PTS9494,0,0,-43.220099,-22.987885,-43.19289,-22.980947,1181,1181,15075,POSTO SEIS SUBTERRANEO,1,0,1,2,2,False,PTS9170;PTS9494,10386087,SETD POSTO SEIS,15075,POSTO SEIS SUBTERRANEO,533521192,14,3
BPD9400,LDS 9400,LDS,10385961,SETD BAEPENDI,10401440,46,13.2,3304557,3.467,7032.652,4822.332,14,6110.0,552,0,1,15.0,4,1,3,,1,0,0,1,0,2,SMT9110;SMT9344,0,0,-43.181283,-22.934918,-43.173775,-22.927,552,552,15063,BAEPENDI SUBTERRANEO,1,0,1,2,2,False,SMT9110;SMT9344,10385997,SETD SAMARITANO,15076,SAMARITANO SUBTERRANEO,473585378,11,3
SAT2891,LDS 2891,LDS,10385970,SETD SANTO ANTONIO,10401415,46,13.2,3304557,2.458,1170.963,908.901,4,1020.0,39,0,0,0.0,4,1,3,,4,3,3,1,0,3,BPD9612;BPD9790;SAT9523,0,0,-43.183419,-22.915188,-43.176137,-22.908414,39,39,15083,SANTO ANTONIO SUBTERRANEO,1,0,1,2,2,False,BPD9612;BPD9790,10385961,SETD BAEPENDI,15063,BAEPENDI SUBTERRANEO,477621734,12,3
CCD250,LSA SANATORIO,LSA,1186,SETD CASCADURA,1248239,67,25.0,3304557,4.608,1105.891,1062.595,0,0.0,0,1,0,0.0,12,4,8,,1,0,0,1,0,2,CCD205;CCD268,0,0,-43.342475,-22.881151,-43.332367,-22.865111,1,1,15034,CASCADURA AEREO,1,0,1,2,2,False,CCD205;CCD268,1186,SETD CASCADURA,,,1580606,1,1097
